transaction_id,masked_narrative,aml_tags,risk_score,explanation,original_narrative,amount_sgd,date,error
T090,Multiple incoming from high-risk corridors,"['structuring', 'funnel']",8.0,"The transaction involves multiple incoming transfers from high-risk corridors, which is indicative of funneling and structuring. These are common techniques used to obscure the origin of funds and evade detection, especially when dealing with high-risk areas. The amount is significant, further increasing the risk.",Multiple incoming from high-risk corridors,40000.0,28-12-2025,
T091,"Cash deposit pattern – different branches, same amount","['structuring', 'smurfing']",8.0,"The transaction involves cash deposits of similar amounts across different branches, which is indicative of structuring or smurfing. This is a common method to avoid detection by keeping transactions below reporting thresholds.","Cash deposit pattern – different branches, same amount",9950.0,29-12-2025,
T092,Final cash deposit of the year – customer smiling says “just nice below 10k”,['structuring'],8.0,"The transaction amount is deliberately kept just below the reporting threshold of 10,000 SGD, indicating potential structuring to avoid detection. The customer's comment further suggests awareness of this threshold, increasing the risk of money laundering.",Final cash deposit of the year – customer smiling says “just nice below 10k”,9800.0,30-12-2025,
T093,Incoming PayNow from 47 different individuals in one day,"['structuring', 'smurfing']",8.0,"The transaction involves incoming funds from 47 different individuals in one day, which is indicative of smurfing or structuring. This is a common method used to avoid detection by breaking down large amounts into smaller, less suspicious transactions. The high number of transactions in a single day raises the risk score significantly.",Incoming PayNow from 47 different individuals in one day,25000.0,01-11-2025,
T094,Cash deposit – customer uses motorcycle to visit 4 branches,"['structuring', 'smurfing']",8.0,"The transaction involves cash deposits at multiple branches, which is indicative of structuring or smurfing. The use of a motorcycle to visit 4 branches suggests an attempt to avoid detection by breaking down the deposit into smaller amounts across different locations.",Cash deposit – customer uses motorcycle to visit 4 branches,9800.0,02-11-2025,
T095,Layering through 22 accounts in 48 hours,"['structuring', 'smurfing']",9.0,"The transaction involves layering through 22 accounts in a short period, indicating structuring and smurfing to avoid detection. This is a high-risk activity commonly associated with money laundering.",Layering through 22 accounts in 48 hours,60000.0,03-11-2025,
T096,Cash deposit every Tuesday and Thursday,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold, and the regular pattern of deposits suggests an attempt to avoid detection by breaking down larger amounts into smaller, less suspicious ones. This is indicative of structuring and smurfing.",Cash deposit every Tuesday and Thursday,9900.0,04-11-2025,
T097,Trade payment with multiple red flags – vessel name mismatch,['trade-based laundering'],8.0,"The transaction involves a trade payment with multiple red flags, including a vessel name mismatch, which is a common indicator of trade-based money laundering. This suggests potential manipulation of trade documents to disguise the movement of illicit funds.",Trade payment with multiple red flags – vessel name mismatch,150000.0,05-11-2025,
T098,Cash deposit by different individuals – coordinated timing,"['structuring', 'smurfing']",8.0,"The transaction involves cash deposits by different individuals with coordinated timing, which is indicative of structuring or smurfing. These techniques are used to avoid detection by breaking down large amounts into smaller, less suspicious transactions. The risk score is high due to the clear signs of coordination and the amount being close to common reporting thresholds.",Cash deposit by different individuals – coordinated timing,9850.0,06-11-2025,
T099,Transfer to account with PEP linkage,['PEP'],8.0,"The transaction involves a transfer to an account linked to a Politically Exposed Person (PEP), which is considered high risk due to potential connections to corruption or bribery. The amount is significant, increasing the risk score.",Transfer to account with PEP linkage,30000.0,07-11-2025,
T100,Cash deposit pattern – amount exactly 9950 for 20 days,"['structuring', 'smurfing']",8.0,"The transaction pattern suggests structuring, where deposits are made just below the reporting threshold to avoid detection. The repetitive nature over 20 days indicates smurfing, where large amounts are broken into smaller, less suspicious amounts. This behavior is typical of attempts to evade AML controls.",Cash deposit pattern – amount exactly 9950 for 20 days,9950.0,08-11-2025,
T101,Incoming from high-risk virtual asset platform,['crypto'],8.0,"The transaction involves a high-risk virtual asset platform, which is often associated with money laundering activities due to the anonymity and lack of regulation in the crypto space. The amount is significant, increasing the risk.",Incoming from high-risk virtual asset platform,45000.0,09-11-2025,
T102,Cash deposit – customer refuses CCTV capture,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold of 10,000 SGD, which is indicative of structuring or smurfing to avoid detection. Additionally, the customer's refusal to be captured on CCTV raises suspicion and increases the risk score.",Cash deposit – customer refuses CCTV capture,9800.0,10-11-2025,
T103,Incoming from Panama company – “dividends”,['trade-based laundering'],8.0,"The transaction involves a large amount of money coming from Panama, a jurisdiction known for financial secrecy, labeled as 'dividends'. This could be indicative of trade-based money laundering, where the narrative is used to disguise the true nature of the funds.",Incoming from Panama company – “dividends”,100000.0,11-11-2025,
T104,Cash deposit daily pattern resumed,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold of 10,000 SGD, which is indicative of structuring. The narrative suggests a pattern of daily cash deposits, which aligns with smurfing behavior to avoid detection. These factors contribute to a high risk score.",Cash deposit daily pattern resumed,9900.0,12-11-2025,
T105,Crypto integration through multiple accounts,"['crypto', 'structuring']",8.0,"The transaction involves crypto integration through multiple accounts, indicating potential structuring and use of cryptocurrency for money laundering. This raises the risk score due to the complexity and anonymity associated with crypto transactions.",Crypto integration through multiple accounts,50000.0,13-11-2025,
T106,Cash deposit by runners using Grab,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold, suggesting structuring to avoid detection. The use of 'runners' and Grab indicates smurfing, where funds are split into smaller amounts and deposited by different individuals, increasing the risk of money laundering.",Cash deposit by runners using Grab,9850.0,14-11-2025,
T107,Multiple incoming from online gambling sites,['gambling'],8.0,"The transaction involves multiple incoming funds from online gambling sites, which is a high-risk activity for money laundering. The amount is significant, and the source of funds is gambling, which increases the risk score.",Multiple incoming from online gambling sites,20000.0,15-11-2025,
T108,Cash deposit just below threshold – pattern continues,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold, suggesting an attempt to avoid detection. The narrative indicates a pattern, which is characteristic of structuring or smurfing, where multiple smaller transactions are used to evade reporting requirements.",Cash deposit just below threshold – pattern continues,9950.0,16-11-2025,
T109,Highly suspicious trade transaction – quantity mismatch,['trade-based laundering'],8.0,"The transaction involves a large amount and a narrative indicating a quantity mismatch, which is a common indicator of trade-based money laundering. This typology involves misrepresenting the price, quantity, or quality of imports or exports to move money across borders.",Highly suspicious trade transaction – quantity mismatch,150000.0,17-11-2025,
T110,Cash deposit every day including weekends,"['structuring', 'smurfing']",8.0,"The transaction involves daily cash deposits just below the typical reporting threshold, which is indicative of structuring or smurfing to avoid detection. The consistent pattern, including weekends, raises suspicion of deliberate attempts to evade AML controls.",Cash deposit every day including weekends,9800.0,18-11-2025,
T111,Funnel account – rapid turnover,['funnel'],8.0,"The transaction is flagged as a funnel account with rapid turnover, indicating potential money laundering activities. Funnel accounts are used to channel funds through multiple transactions, often to obscure the origin and destination of the money. The high amount and rapid turnover increase the risk score.",Funnel account – rapid turnover,40000.0,19-11-2025,
T112,Cash deposit pattern – different counters same branch,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold, which is indicative of structuring. The narrative suggests deposits at different counters within the same branch, a common smurfing technique to avoid detection. These factors contribute to a high risk score.",Cash deposit pattern – different counters same branch,9900.0,20-11-2025,
T113,Layering through corporate accounts,"['structuring', 'trade-based laundering']",8.0,"The transaction involves layering through corporate accounts, which is indicative of structuring and trade-based laundering. The use of corporate accounts can obscure the true origin and destination of funds, increasing the risk of money laundering.",Layering through corporate accounts,60000.0,21-11-2025,
T114,Cash deposit by coordinated group,"['structuring', 'smurfing']",8.0,"The transaction involves a cash deposit by a coordinated group, which is indicative of structuring or smurfing. These techniques are used to avoid detection by breaking down large amounts into smaller, less suspicious transactions. The amount is close to the reporting threshold, further suggesting an attempt to evade reporting requirements.",Cash deposit by coordinated group,9850.0,22-11-2025,
T115,Multiple PayNow from strangers,"['structuring', 'smurfing']",8.0,"The transaction involves multiple PayNow transfers from strangers, which is indicative of structuring or smurfing. These techniques are used to avoid detection by breaking down large amounts into smaller, less suspicious transactions. The involvement of strangers further raises the risk level, suggesting potential money laundering activities.",Multiple PayNow from strangers,25000.0,23-11-2025,
T116,Cash deposit pattern – amount increases weekly,['structuring'],7.0,"The transaction amount is just below the typical reporting threshold of 10,000 SGD, which is indicative of structuring. The pattern of increasing amounts weekly suggests an attempt to avoid detection by breaking down large sums into smaller deposits.",Cash deposit pattern – amount increases weekly,9950.0,24-11-2025,
T117,Transfer to high-risk jurisdiction,"['structuring', 'funnel']",8.0,"The transaction involves a transfer to a high-risk jurisdiction, which is a common indicator of money laundering activities such as funneling and structuring. The amount is significant, increasing the risk score.",Transfer to high-risk jurisdiction,30000.0,25-11-2025,
T118,Cash deposit – customer waiting outside for next runner,"['structuring', 'smurfing']",8.0,"The transaction amount is just below the typical reporting threshold, suggesting possible structuring to avoid detection. The narrative indicates coordination ('customer waiting outside for next runner'), which is characteristic of smurfing, where funds are broken down into smaller amounts and deposited by multiple individuals.",Cash deposit – customer waiting outside for next runner,9800.0,26-11-2025,
T119,Trade-based laundering indicators present,['trade-based laundering'],8.0,"The transaction narrative indicates trade-based laundering, which is a method used to disguise the proceeds of crime and move value through trade transactions. This is considered a high-risk activity, hence the risk score of 8.",Trade-based laundering indicators present,150000.0,27-11-2025,
T120,Final structuring deposit before month-end reporting,['structuring'],8.0,"The narrative explicitly mentions 'structuring', which is a common method to avoid detection by breaking down large transactions into smaller ones. The amount is just below the typical reporting threshold, indicating an attempt to evade reporting requirements.",Final structuring deposit before month-end reporting,9900.0,28-11-2025,
